"ID","Filum","Clase","Orden","Familia","Género","Especie trófica","Nombre común","Hábitat","Dominio","Referencia",""
"401","Chordata","Actinopteri ","Perciformes","Nototheniidae","Dissostichus","Dissostichus_eleginoides","Merluza negra","Demersal","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"402","Chordata","Actinopteri ","Perciformes","Bovichtidae ","Cottoperca","Cottoperca_trigloides","Pez piedra","Demersal","CB","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"403","Chordata","Actinopteri ","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes_fimbriatus","","Demersal","CB, CCH","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"404","Mollusca","Cephalopoda ","Oegopsida","Ommastrephidae","Martialia","Martialia_hyadesi","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"405","Mollusca","Cephalopoda ","Oegopsida","Cranchiidae","Galiteuthis","Galiteuthis_glacialis","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"406","Mollusca","Cephalopoda ","Oegopsida","Cranchiidae","Taonius","Taonius","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"407","Mollusca","Cephalopoda ","Oegopsida","Histioteuthidae ","Histioteuthis","Histioteuthis_eltaninae","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"408","Mollusca","Cephalopoda ","Oegopsida","Histioteuthidae ","Histioteuthis","Histioteuthis_atlantica","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"409","Mollusca","Cephalopoda ","Oegopsida","Neoteuthidae ","Alluroteuthis","Alluroteuthis_antarcticus","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"410","Mollusca","Cephalopoda ","Oegopsida","Onychoteuthidae","Kondakovia","Kondakovia_longimana","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"411","Mollusca","Cephalopoda ","Oegopsida","Onychoteuthidae","Filippovia","Filippovia_knipovitchi","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"412","Mollusca","Cephalopoda ","Sepiida","Sepiolidae ","Semirossia","Semirossia_tenera","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"413","Mollusca","Cephalopoda ","Oegopsida","Gonatidae","Gonatus","Gonatus_antarcticus","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"414","Chordata","Actinopteri ","Perciformes","Gonatidae","Gobionotothen","Gobionotothen_gibberifrons","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"415","Chordata","Actinopteri ","Perciformes","Channichthyidae ","Chaenocephalus","Chaenocephalus_aceratus","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"416","Chordata","Actinopteri ","Perciformes","Channichthyidae ","Chaenocephalus","Chaenocephalus_gunnari","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"417","Chordata","Actinopteri ","Perciformes","Channichthyidae ","Chionodraco","Chionodraco_rastrospinosus","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"418","Chordata","Actinopteri ","Perciformes","Nototheniidae","Lepidonotothen","Lepidonotothen_kempi","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"419","Chordata","Actinopteri ","Perciformes","Nototheniidae","Nototheniops","Nototheniops_larseni","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"420","Chordata","Actinopteri ","Perciformes","Channichthyidae ","Pseudochaenichthys","Pseudochaenichthys_georgianus","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"421","Chordata","Actinopteri ","Perciformes","Nototheniidae","Patagonotothen ","Patagonotothen_ramsayi","","","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"422","Chordata","Actinopteri ","Perciformes","Bovichtidae ","Cottoperca","Cottoperca_trigloides","Pez piedra","Demersal","CB","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"423","Chordata","Actinopteri ","Perciformes","Nototheniidae","Dissostichus","Dissostichus_eleginoides","Merluza negra","Demersal","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"424","Chordata","Actinopteri ","Gadiformes ","Moridae","Salilota","Salilota_australis","Bacalao criollo","Pelágico","","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"425","Chordata","Actinopteri ","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen_guntheri","Róbalo","Bentopelágico","CCH, CB","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"426","Chordata","Petromyzonti","Petromyzontiformes","Geotriidae ","Geotria","Geotria_australis","Lamprea de boca ancha","Demersal","CCH","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"427","Mollusca","Cephalopoda ","Myopsida","Loliginidae ","Doryteuthis","Doryteuthis_gahi","Calamar patagónico","Pelágico","CCH, CCA","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",""
"428","Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_physalus","rorcual común, COMMON RORQUAL","","","Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",""
"429","Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Megaptera","Megaptera_novaeangliae","Ballena jorobada","Pelágico","CCH, CCA","Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",""
"430","Arthropoda","Malacostraca","Euphausiacea ","Euphausiidae ","Euphausia","Euphausia_superba","Krill","Planctónico","CCA, CCH","Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",""
"431","Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_bonaerensis","Rorcual austral","Pelágico","CCA","Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",""
"432","Chordata","Actinopterygii","Clupeiformes ","Clupeidae","Sprattus","Sprattus_fuegensis","Sardina fueguina, Fuegian sprat","Pelágico","CCH, CB","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"433","Chordata","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus_eleginoides","Merluza negra","Demersal","CCA","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"434","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus_dominicanus","Gaviota Cocinera, Kelp Gull","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"435","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna_hirundinacea","gaviotín sudamericano, SOUTHAMERICAN TERN","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"436","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius_antarcticus","Escúa Parda, Brown Skua","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"437","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius_chilensis","Escúa Común, Chilean Skua","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"438","Chordata","Aves","Procellariiformes","Diomedeidae","Diomedea","Diomedea_epomophora","albatros real, royal albatross","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"439","Chordata","Aves","Procellariiformes","Diomedeidae","Diomedea","Diomedea_exulans","albatros errante, wandering albatross","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"440","Chordata","Aves","Procellariiformes","Diomedeidae","Diomedea","Diomedea_sanfordi","Northern Royal Albatross","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"441","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebetria","Phoebetria_fusca","albatros oscuro, sooty albatross","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"442","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebetria","Phoebetria_palpebrata","albatros manto claro, light-mantled albatross","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"443","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Thalassarche_ulleri","","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"444","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Thalassarche_chlororhynchos","albatros pico fino, yellow-nosed albatross","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"445","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Thalassarche_chrysostoma","albatros cabeza gris, grey-headed albatross","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"446","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Thalassarche_melanophris","albatros ceja negra, black-browed albatross","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"447","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Thalassarche_salvini","","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"448","Chordata","Aves","Procellariiformes","Hydrobatidae","Fregetta","Fregetta_tropica","Paíño Vientre Negro, Black-bellied Storm-Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"449","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanites","Oceanites_gracilis","Paíño de Elliot, Elliot's Storm-Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"450","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanites","Oceanites_oceanicus","Paíño Común., Wilson's Storm-Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"451","Chordata","Aves","Procellariiformes","Pelecanoididae","Pelecanoides","Pelecanoides_urinatrix","Yunco Común, Common Diving-Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"452","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Ardenna_creatopus","Pardela Patas Rosas, Pink-footed Shearwater","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"453","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Ardenna_gravis","Pardela Cabeza Negra, Great Shearwater","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"454","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Ardenna_grisea","Pardela Oscura, Sooty Shearwater","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"455","Chordata","Aves","Procellariiformes","Procellariidae","Daption","Daption_capense","Petrel damero, Pintado Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"456","Chordata","Aves","Procellariiformes","Procellariidae","Fulmarus","Fulmarus_glacialoides","Petrel Plateado, Southern Fulmar","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"457","Chordata","Aves","Procellariiformes","Procellariidae","Halobaena","Halobaena_caerulea","Petrel Azulado, Blue Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"458","Chordata","Aves","Procellariiformes","Procellariidae","Macronectes","Macronectes_giganteus","Petrel Gigante Común, Southern Giant Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"459","Chordata","Aves","Procellariiformes","Procellariidae","Macronectes","Macronectes_halli","Petrel Gigante Oscuro, Hall's Giant-Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"460","Chordata","Aves","Procellariiformes","Procellariidae","Pachyptila","Pachyptila_belcheri","Prion Pico Fino, Slender-billed Prion","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"461","Chordata","Aves","Procellariiformes","Procellariidae","Pachyptila","Pachyptila_desolata","Prion Pico Grande, Antartic Prion","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"462","Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","Procellaria_aequinoctialis","Petrel Barba Blanca, White-chinned Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"463","Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","Procellaria_cinerea","Petrel Ceniciento - petrel gris, Grey Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"464","Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","Procellaria_westlandica","Petrel Negro, Westland Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"465","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Pterodroma_incerta","Petrel Cabeza Parda, Atlantic Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"466","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Pterodroma_mollis","Petrel Collar Gris, Soft-Plumaged Petrel","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"467","Chordata","Aves","Sphenisciformes","Spheniscidae","Aptenodytes","Aptenodytes_patagonicus","Pingüino Rey, King Penguin","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"468","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptes","Eudyptes_chrysocome","Pingüino Penacho Amarillo, Rockhopper Penguin","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"469","Chordata","Aves","Sphenisciformes","Spheniscidae","Spheniscus","Spheniscus_magellanicus","Pingüino Patagónico, Magellanic Penguin","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"470","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus_schmitti","","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"471","Chordata","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus_chilensis","","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"472","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus_acanthias","","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"473","Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus","Arctocephalus_gazella","lobo marino antártico","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"474","Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus","Arctocephalus_tropicalis","lobo fino subantártico, subantartic fur seal","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"475","Chordata","Mammalia","Carnivora","Otariidae","Arctophoca","Arctophoca_australis","lobo fino, lobo de dos pelos, South American Fur Seal","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"476","Chordata","Mammalia","Carnivora","Otariidae","Otaria","Otaria_flavescens","lobo de un pelo","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"477","Chordata","Mammalia","Carnivora","Phocidae","Hydrurga","Hydrurga_leptonyx","leopardo marino, foca leopardo, leopard seal","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"478","Chordata","Mammalia","Carnivora","Phocidae","Lobodon","Lobodon_carcinophaga","foca cangrejera","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"479","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga_leonina","elefante marino","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"480","Chordata","Mammalia","Cetacea","Balaenidae","Balaenoptera","Balaenoptera_borealis","rorcual mediano, COALFISH WHALE","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"481","Chordata","Mammalia","Cetacea","Balaenidae","Balaenoptera","Balaenoptera_musculus","rorcual azul, ballena azul, blue whale","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"482","Chordata","Mammalia","Cetacea","Balaenidae","Balaenoptera","Balaenoptera_physalus","rorcual común, COMMON RORQUAL","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"483","Chordata","Mammalia","Cetacea","Balaenidae","Megaptera","Megaptera_novaeangliae","ballena yubarta, jorobada","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"484","Chordata","Mammalia","Cetacea","Delphinidae","Globicephala","Globicephala_melas_edwardii","Calderón común","Pelágico","CCH, CB","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"485","Chordata","Mammalia","Cetacea","Delphinidae","Lagenorhynchus","Lagenorhynchus_cruciger","delfín cruzado","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"486","Chordata","Mammalia","Cetacea","Delphinidae","Lagenorhynchus","Lagenorhynchus_obscurus","delfín oscuro, DUSKY DOLPHIN","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"487","Chordata","Mammalia","Cetacea","Phocoenidae","Phocoena","Phocoena_dioptrica","marsopa bicolor","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"488","Chordata","Mammalia","Cetacea","Phocoenidae","Phocoena","Phocoena_spinipinnis","marsopa espinosa, Burmeister's Porpoise","","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"489","Chordata","Mammalia","Cetacea","Physeteridae","Physeter","Physeter_macrocephalus","Cachalote","Pelágico","","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"490","Chordata","Aves","Sphenisciformes","Spheniscidae ","Eudyptes","Eudyptes_chrysocome","Pinguino penacho amarillo","Pelágico","CCA","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
