ID,Presa,Grupo funcional presa,Depredador,Grupo funcional depredador,Estrategia,Fuente,Referencia,Enlace
485,Kondakovia_longimana,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
486,Filippovia_knipovitchi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
487,Semirossia_tenera,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
488,Gonatus_antarcticus,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
489,Gobionotothen_gibberifrons,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
490,Chaenocephalus_aceratus,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
491,Chaenocephalus_gunnari,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
492,Chionodraco_rastrospinosus,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
493,Lepidonotothen_kempi,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
494,Nototheniops_larseni,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
495,Pseudochaenichthys_georgianus,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
496,Patagonotothen_ramsayi,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
497,Cottoperca_trigloides,Actinopteri ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
498,Dissostichus_eleginoides,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
499,Salilota_australis,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
500,Patagonotothen_guntheri,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
501,Geotria_australis,Petromyzonti,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
502,Doryteuthis_gahi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
503,Euphausia_superba,Malacostraca,Balaenoptera_physalus,Balaenopteridae,Filtrador,Heterótrofo,"Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",https://doi.org/10.1007/s00300-022-03080-x
504,Euphausia_superba,Malacostraca,Megaptera_novaeangliae,Balaenopteridae,Filtrador,Heterótrofo,"Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",https://doi.org/10.1007/s00300-022-03080-x
505,Euphausia_superba,Malacostraca,Balaenoptera_bonaerensis,Balaenopteridae,Filtrador,Heterótrofo,"Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",https://doi.org/10.1007/s00300-022-03080-x
506,Eudyptes_filholi,Sphenisciformes,Phalcoboenus_australis,Falconiformes,Cazador,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
