ID,Presa,Grupo funcional presa,Depredador,Grupo funcional depredador,Estrategia,Fuente,Expertise depredador,Expertise presa,Referencia,Enlace,Referente
497,Dissostichus_eleginoides,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2,
498,Salilota_australis,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
499,Patagonotothen_guntheri,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
500,Geotria_australis,Petromyzonti,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2,
501,Doryteuthis_gahi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
502,Euphausia_superba,Malacostraca,Balaenoptera_physalus,Balaenopteridae,Filtrador,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,24,https://doi.org/10.1007/s00300-022-03080-x,
503,Euphausia_superba,Malacostraca,Megaptera_novaeangliae,Balaenopteridae,Filtrador,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,24,https://doi.org/10.1007/s00300-022-03080-x,
504,Euphausia_superba,Malacostraca,Balaenoptera_bonaerensis,Balaenopteridae,Filtrador,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,24,https://doi.org/10.1007/s00300-022-03080-x,
505,Eudyptes_filholi,Sphenisciformes,Phalcoboenus_australis,Falconiformes,Cazador,Heterótrofo,Aves marinas,Aves marinas,21,https://doi.org/10.1007/s00300-021-02908-2,
506,Cephalopoda*,Cephalopoda,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Cefalopodos,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14864,
507,Macruronus_magellanicus,Gadiformes ,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces demersales,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14865,
508,Malacosteus_australis,Stomiiformes,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
509,Notophycis_marginata,Gadiformes ,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
510,Salilota_australis,Gadiformes ,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
511,Macrourus_holotrachys,Gadiformes ,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
512,Coelorinchus_fasciatus,Gadiformes ,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
513,Dissostichus_eleginoides,Perciformes,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces demersales,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
514,Patagonotothen_ramsayi,Perciformes,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
515,Merluccius_australis,Gadiformes ,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces demersales,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
516,Genypterus_blacodes,Ophidiiformes,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
517,Bathyraja*,Rajiformes,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Condrictios,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
518,Dipturus*,Rajiformes,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Condrictios,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
519,Micromesistius_australis,Gadiformes ,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Peces,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
520,Sprattus_fuegensis,Clupeiformes ,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Sardinas,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
521,Ilex_argentinus,Cephalopoda,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Cefalopodos,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
522,Moroteuthopsis_ingens,Cephalopoda,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Cefalopodos,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
523,Octopus*,Cephalopoda,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Cefalopodos,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
524,Natantia*,Crustacea,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Crustaceos,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
525,Lithodes_santolla,Malacostraca,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Crustaceos peracaridos,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
526,Euphausia*,Malacostraca,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Crustaceos peracaridos,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
527,Munida_gregaria,Malacostraca,Lamna_nasus,Lamniformes,Cazador,Heterótrofo,Condrictios,Crustaceos peracaridos,26,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
528,,,,,,,,,,,
529,,,,,,,,,,,
530,,,,,,,,,,,
531,,,,,,,,,,,
