ID,Filum,Clase,Orden,Familia,Género,Especie trófica,Nombre común,Hábitat,Dominio,Expertise,Referencia,Enlace
443,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_Bulleri,,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
444,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_chlororhynchos,Albatros de nariz amarilla,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
445,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_chrysostoma,Albatros de cabeza gris,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
446,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_melanophris,Albatros de ceja negra,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
447,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_salvini,Albatros de Salvin,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
448,Chordata,Aves,Procellariiformes,Hydrobatidae,Fregetta,Fregetta_tropica,Petrel Vientre Negro,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
449,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanites,Oceanites_gracilis,Petrel de Elliot,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
450,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanites,Oceanites_oceanicus,Petrel común,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
451,Chordata,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Pelecanoides_urinatrix,"Yunco Común,",Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
452,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna_creatopus,Pardela patirrosa,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
453,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna_gravis,Pardela cabeza negra,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
454,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna_grisea,Pardela oscura,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
455,Chordata,Aves,Procellariiformes,Procellariidae,Daption,Daption_capense,Petrel pintado,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
456,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus_glacialoides,Petrel Plateado,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
457,Chordata,Aves,Procellariiformes,Procellariidae,Halobaena,Halobaena_caerulea,Petrel Azulado,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
458,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes_giganteus,Petrel Gigante Común,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
459,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes_halli,Petrel Gigante Oscuro,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
460,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,Pachyptila_belcheri,Petrel paloma de pico delgado,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
461,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,Pachyptila_desolata,Pato petrel antártico,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
462,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria_aequinoctialis,Petrel Barba Blanca,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
463,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria_cinerea,Petrel gris,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
464,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria_westlandica,Petrel Negro,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
465,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma_incerta,Petrel Cabeza Parda,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
466,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma_mollis,Petrel Collar Gris,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
467,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes_patagonicus,Pingüino Rey,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
468,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes_chrysocome,Pingüino Penacho Amarillo,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
469,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus_magellanicus,Pingüino Magallánico,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
470,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Mustelus_schmitti,Gatuso,Pelágico,,Condrictios,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
471,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Dipturus_chilensis,Raya hosicuda,Pelágico,,Condrictios,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
472,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus_acanthias,Galludo,Pelágico,,Condrictios,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
473,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_gazella,lobo marino antártico,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
474,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_tropicalis,Lobo fino subantártico,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
475,Chordata,Mammalia,Carnivora,Otariidae,Arctophoca,Arctophoca_australis,Lobo de dos pelos,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
476,Chordata,Mammalia,Carnivora,Otariidae,Otaria,Otaria_flavescens,Lobo de un pelo,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
477,Chordata,Mammalia,Carnivora,Phocidae,Hydrurga,Hydrurga_leptonyx,Foca leopardo,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
478,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon_carcinophaga,Foca cangrejera,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
479,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga_leonina,Elefante marino,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
480,Chordata,Mammalia,Cetacea,Balaenidae,Balaenoptera,Balaenoptera_borealis,Rorcual mediano,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
481,Chordata,Mammalia,Cetacea,Balaenidae,Balaenoptera,Balaenoptera_musculus,Rorcual azul,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
482,Chordata,Mammalia,Cetacea,Balaenidae,Balaenoptera,Balaenoptera_physalus,Rorcual común,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
483,Chordata,Mammalia,Cetacea,Balaenidae,Megaptera,Megaptera_novaeangliae,"ballena yubarta, jorobada",Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
484,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,Globicephala_melas_edwardii,Calderón común,Pelágico,"CCH, CB",Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
485,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus_cruciger,delfín cruzado,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
486,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus_obscurus,Delfín oscuro,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
487,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,Phocoena_dioptrica,Marsopa de anteojos,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
488,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,Phocoena_spinipinnis,Marsopa espinosa,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
489,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,Physeter_macrocephalus,Cachalote,Pelágico,,Mamiferos marinos,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
490,Chordata,Aves,Sphenisciformes,Spheniscidae ,Eudyptes,Eudyptes_chrysocome,Pinguino penacho amarillo,Pelágico,CCA,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
500,Chordata,Aves,Sphenisciformes,Spheniscidae ,Eudyptes,Eudyptes_chrysocome,Pinguino penacho amarillo,Pelágico,,Aves marinas,21,https://doi.org/10.1007/s00300-021-02908-2
501,Chordata,Aves,Sphenisciformes,Spheniscidae ,Eudyptes,Eudyptes_filholi,,Pelágico,,Aves marinas,21,https://doi.org/10.1007/s00300-021-02908-2
502,Chordata,Aves,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus_australis,Carancho austral,Pelágico,,Aves marinas,21,https://doi.org/10.1007/s00300-021-02908-2
503,Chordata,Elasmobranchii ,Lamniformes,Lamnidae ,Lamna,Lamna_nasus,Tiburon sardinero,Pelágico,"CCA, CH",Condrictios,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
504,Chordata,Elasmobranchii ,Lamniformes,Lamnidae ,Lamna,Lamna_nasus,Tiburon sardinero,Pelágico,"CCA, CH",Condrictios,26,
505,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Macruronus,Macruronus_magellanicus,Merluza de cola,Demersal,,Peces demersales,26,
506,Chordata,Teleostei,Stomiiformes,Stomiidae,Malacosteus,Malacosteus_australis,Pez demonio,Pelágico,,Peces,26,
507,Chordata,Actinopteri ,Gadiformes ,Moridae ,Notophycis,Notophycis_marginata,Bacalao pequeño,Pelágico,,Peces,26,
508,Chordata,Actinopteri ,Gadiformes ,Moridae ,Salilota,Salilota_australis,Bacalao criollo,Pelágico,,Peces,26,
509,Chordata,Actinopteri ,Gadiformes ,Macrouridae ,Macrourus,Macrourus_holotrachys,,Pelágico,,Peces,26,
510,Chordata,Actinopteri ,Gadiformes ,Macrouridae,Coelorinchus,Coelorinchus_fasciatus,Granadero chico,Pelágico,,Peces,26,
511,Chordata,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,Dissostichus_eleginoides,Merluza negra,Demersal,,Peces demersales,26,
512,Chordata,Actinopteri ,Perciformes,Nototheniidae,Patagonotothen ,Patagonotothen_ramsayi,Bacalao del sur de cola larga,Pelágico,,Peces,26,
513,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Merluccius,Merluccius_australis,Merluza austral,Demersal,,Peces demersales,26,
514,Chordata,Actinopteri ,Ophidiiformes,Ophidiidae ,Genypterus,Genypterus_blacodes,Congrio dorado,Pelágico,,Peces,26,
515,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae ,Bathyraja,Bathyraja*,,Pelágico,,Condrictios,26,
516,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Dipturus*,,Pelágico,,Condrictios,26,
517,Chordata,Actinopteri ,Gadiformes ,Gadidae ,Micromesistius,Micromesistius_australis,Bacaladilla,Pelágico,,Peces,26,
518,Chordata,Actinopterygii,Clupeiformes ,Clupeidae,Sprattus,Sprattus_fuegensis,Sardina fueguina,Pelágico,,Sardinas,26,
519,Mollusca,Cephalopoda ,Oegopsida ,Ommastrephidae ,llex,Ilex_argentinus,Calamar argentino,Pelágico,,Cefalopodos,26,
520,Mollusca,Cephalopoda ,Octopoda,Octopodidae,Octopus,Octopus*,,Pelágico,,Cefalopodos,26,
521,Mollusca,Cephalopoda ,Oegopsida,Onychoteuthidae,Moroteuthopsis,Moroteuthopsis_ingens,Calamar anzuelo,Pelágico,,Cefalopodos,26,
522,Arthropoda,Crustacea,Decapoda,Malacostracea,Natantia,Natantia*,,NA,NA,Crustáceos,26,
523,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Lithodes,Lithodes_santolla,Centolla patagónica,Bentónico,"CCH, CB",Crustaceos peracaridos,26,
524,Arthropoda,Malacostraca,Euphausiacea ,Euphausiidae ,Euphausia,Euphausia*,,,,Crustaceos peracaridos,26,
525,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida_gregaria,Langosta gregaria,Bentopelágico,,Crustaceos peracaridos,26,
