"","ID","Filum","Clase","Orden","Familia","Género","Especie.trófica","Nombre.común","Hábitat","Dominio","Expertise","Referencia","Enlace","X","X.1"
"81",474,"Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus","Arctocephalus_tropicalis","Lobo fino subantártico","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"82",475,"Chordata","Mammalia","Carnivora","Otariidae","Arctophoca","Arctophoca_australis","Lobo de dos pelos","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"83",476,"Chordata","Mammalia","Carnivora","Otariidae","Otaria","Otaria_flavescens","Lobo de un pelo","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"84",477,"Chordata","Mammalia","Carnivora","Phocidae","Hydrurga","Hydrurga_leptonyx","Foca leopardo","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"85",478,"Chordata","Mammalia","Carnivora","Phocidae","Lobodon","Lobodon_carcinophaga","Foca cangrejera","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"86",479,"Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga_leonina","Elefante marino","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"87",480,"Chordata","Mammalia","Cetacea","Balaenidae","Balaenoptera","Balaenoptera_borealis","Rorcual mediano","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"88",481,"Chordata","Mammalia","Cetacea","Balaenidae","Balaenoptera","Balaenoptera_musculus","Rorcual azul","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"89",482,"Chordata","Mammalia","Cetacea","Balaenidae","Balaenoptera","Balaenoptera_physalus","Rorcual común","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"90",483,"Chordata","Mammalia","Cetacea","Balaenidae","Megaptera","Megaptera_novaeangliae","ballena yubarta, jorobada","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"91",484,"Chordata","Mammalia","Cetacea","Delphinidae","Globicephala","Globicephala_melas_edwardii","Calderón común","Pelágico","CCH, CB","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"92",485,"Chordata","Mammalia","Cetacea","Delphinidae","Lagenorhynchus","Lagenorhynchus_cruciger","delfín cruzado","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"93",486,"Chordata","Mammalia","Cetacea","Delphinidae","Lagenorhynchus","Lagenorhynchus_obscurus","Delfín oscuro","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"94",487,"Chordata","Mammalia","Cetacea","Phocoenidae","Phocoena","Phocoena_dioptrica","Marsopa de anteojos","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"95",488,"Chordata","Mammalia","Cetacea","Phocoenidae","Phocoena","Phocoena_spinipinnis","Marsopa espinosa","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
"96",489,"Chordata","Mammalia","Cetacea","Physeteridae","Physeter","Physeter_macrocephalus","Cachalote","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
